X,Y,OBJECTID,Name,Descr,TimeWhen,Extrude,AltMode,Symbology,Labeling,Class
-120.6599,48.31199,1700,Aug-07,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 21189: Daylight sighting by boaters where Holden Creek flows into Lake Chelan</b><br></br><a href=""http://www.bfro.",8/23/07 12:00,1,RelativeToGround, , ,A
-122.3045,46.52352,1701,Aug-03,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 22475: Night watchmen at logging camp near Morton describes multiple incidents</b><br></br><a href=""http://www.bfro",8/15/03 12:00,1,RelativeToGround, , ,A
-121.5763,46.67816,1702,Sep-94,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 23033: Daylight sighting reported to rangers by park visitor at Mount Rainier National Park</b><br></br><a href=""ht",9/24/94 12:00,1,RelativeToGround, , ,A
-123.2182,47.49865,1703,Nov-07,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 23160: Daylight encounter with two hunters south of Union (w/ cellphone photos)</b><br></br><a href=""http://www.bfr",11/16/07 12:00,1,RelativeToGround, , ,A
-123.1742,46.98278,1704,Apr-08,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 23558: Friends lost on backroads west of Olympia are stunned by a creature with large green eyes</b><br></br><a hre",4/5/08 12:00,1,RelativeToGround, , ,A
-122.1183,46.75468,1705,Jul-87,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 23614: Motorist returning from fireworks display gets a good look at a bigfoot near Ashford</b><br></br><a href=""ht",7/5/87 12:00,1,RelativeToGround, , ,A
-122.3234,47.4506,1706,Jul-08,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 24129: Two very tall hairy creatures seen running down the road at night near Indianola</b><br></br><a href=""http:/",7/1/08 12:00,1,RelativeToGround, , ,A
-123.8343,47.50319,1707,Jul-08,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 24379: Daylight road-crossing sighting by the U.S. Postal Carrier for the town of Quinault Lake (w/ low quality cel",7/14/08 12:00,1,RelativeToGround, , ,A
-122.1979,47.75034,1708,Oct-74,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 24562: Man remembers running home when he and his friend spot a tall hairy creature near Woodinville</b><br></br><a",10/16/74 12:00,1,RelativeToGround, , ,A
-121.7666,47.43534,1709,Aug-00,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 24568: Multiple witness sighting at Rattlesnake Lake</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#clas",8/14/00 12:00,1,RelativeToGround, , ,A
-123.8165,46.4205,1710,Apr-08,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 24751: Young man, on camping trip with his family, sees a sasquatch near Naselle</b><br></br><a href=""http://www.bf",4/12/08 12:00,1,RelativeToGround, , ,A
-121.6548,47.48176,1711,Dec-90,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 24755: Truck Driver recalls daylight sighting east of North Bend</b><br></br><a href=""http://www.bfro.net/gdb/class",12/3/90 12:00,1,RelativeToGround, , ,A
-121.25,46.85,1712,Aug-07,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 26065: California BFRO researcher has sighting with a thermal imaging unit in Wenatchee National Forest</b><br></br",8/18/07 12:00,1,RelativeToGround, , ,A
-123.7727,46.94102,1713,Jan-95,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 26101: Teacher sees a bigfoot cross the highway in front of her near Aberdeen</b><br></br><a href=""http://www.bfro.",1/15/95 12:00,1,RelativeToGround, , ,A
-121.9418,47.13485,1714,Jul-02,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 26255: Woman tells of daylight sighting while hiking near Mud Mountain Dam</b><br></br><a href=""http://www.bfro.net",7/15/02 12:00,1,RelativeToGround, , ,A
-121.1859,47.70178,1715,Aug-09,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 26403: Man sees large, hair-covered figure while riding on train near the Cascade Tunnel</b><br></br><a href=""http:",8/4/09 12:00,1,RelativeToGround, , ,A
-122.3431,46.2965,1716,Nov-06,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 26567: Sasquatch sighted crossing Elk Meadows parking lot near Toutle Lake</b><br></br><a href=""http://www.bfro.net",11/18/06 12:00,1,RelativeToGround, , ,A
-121.7427,47.57576,1717,Oct-91,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 27473: Man recounts seeing a sasquatch while driving a logging road near Snoqualmie</b><br></br><a href=""http://www",10/15/91 12:00,1,RelativeToGround, , ,A
-122.2719,46.84748,1718,May-10,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 27803: Hikers near Eatonville surprise a sasquatch drinking from the river</b><br></br><a href=""http://www.bfro.net",5/22/10 12:00,1,RelativeToGround, , ,A
-122.3898,45.90052,1719,Aug-95,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 28123: Teenager recounts his sighting as a very young boy on his property near Yacolt</b><br></br><a href=""http://w",8/15/95 12:00,1,RelativeToGround, , ,A
-122.215,48.308,1720,Jun-09,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 28308: Man has a close encounter with a large, upright creature in a swamp near Big Lake</b><br></br><a href=""http:",6/15/09 12:00,1,RelativeToGround, , ,A
-121.6962,48.32675,1721,Oct-10,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 28438: Hunter has a daylight sighting of a tall biped west of Darrington</b><br></br><a href=""http://www.bfro.net/g",10/22/10 12:00,1,RelativeToGround, , ,A
-122.2214,47.17295,1722,Sep-76,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 28788: Memory told of close encounter with a sasquatch while picking up clay pigeons near Sumner</b><br></br><a hre",9/15/76 12:00,1,RelativeToGround, , ,A
-121.5298,47.12045,1723,Jun-08,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 28898: Dusk and nighttime sightings by couple at rock quarry near Greenwater</b><br></br><a href=""http://www.bfro.n",6/7/08 12:00,1,RelativeToGround, , ,A
-122.4331,46.88234,1724,Jul-90,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 29025: Father remembers fishing with his son, appearing to be observed by a sasquatch which is later sighted on the",7/30/90 12:00,1,RelativeToGround, , ,A
-122.7746,46.63477,1725,1978,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 29055: Young girl recounts two encounters at the family farm near Chehalis</b><br></br><a href=""http://www.bfro.net",8/5/78 12:00,1,RelativeToGround, , ,A
-121.6314,45.96112,1726,Aug-04,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 30051: Vocalizations and tense sighting reported by couple hiking and camping near Trout Lake</b><br></br><a href=""",8/14/04 12:00,1,RelativeToGround, , ,A
-123.3678,48.08955,1727,Sep-83,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 31009: Woman recalls afternoon sighting as a child near Port Angeles</b><br></br><a href=""http://www.bfro.net/gdb/c",9/24/83 12:00,1,RelativeToGround, , ,A
-122.5958,47.10637,1728,Sep-86,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 32824: Recollection of a road crossing at dusk while working as an MP on Fort Lewis</b><br></br><a href=""http://www",9/15/86 12:00,1,RelativeToGround, , ,A
-122.2638,48.92928,1729,Jul-95,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 33908: Woman drives car over subject lying on road near Everson</b><br></br><a href=""http://www.bfro.net/gdb/classi",7/5/95 12:00,1,RelativeToGround, , ,A
-122.7515,46.78571,1730,Mar-12,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 34710: While target shooting a family observes a large bi-ped in a blackberry patch near the town of Rainier</b><br",3/20/12 12:00,1,RelativeToGround, , ,A
-121.4813,45.86883,1731,Sep-10,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 35479: Nighttime sighting by a motorist near BZ Corner</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#cl",9/15/10 12:00,1,RelativeToGround, , ,A
-121.6708,48.03114,1732,Sep-11,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 35706: Camper has two late night encounters in North Cascades</b><br></br><a href=""http://www.bfro.net/gdb/classify",9/1/11 12:00,1,RelativeToGround, , ,A
-122.202,46.53686,1733,Jun-12,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 35812: Early afternoon sighting by hiker near Morton </b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#cla",6/2/12 12:00,1,RelativeToGround, , ,A
-123.7194,47.08824,1734,Jul-04,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 36326: Nighttime sighting by campers stopped on remote road near Wishkah</b><br></br><a href=""http://www.bfro.net/g",7/15/04 12:00,1,RelativeToGround, , ,A
-122.4212,47.05072,1735,Sep-12,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 36467: Man driving home through Joint Base Lewis-McChord sees an animal walk across the road south of Spanaway</b><",9/12/12 12:00,1,RelativeToGround, , ,A
-121.429,48.05305,1736,Jun-02,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 37101: Daytime sighting of two upright figures on the bank of Monte Cristo Lake</b><br></br><a href=""http://www.bfr",11/7/12 12:00,1,RelativeToGround, , ,A
-122.5368,47.09762,1737,Jan-08,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 37730: Teen views ape-like animal crossing road quadrupedally at night in Enumclaw</b><br></br><a href=""http://www.",1/2/08 12:00,1,RelativeToGround, , ,A
-122.2763,48.10255,1738,Jun-10,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 37885: Daylight encounter while hiking on the Tulalip Indian Reservation</b><br></br><a href=""http://www.bfro.net/g",6/10/10 12:00,1,RelativeToGround, , ,A
-122.1375,48.11308,1739,Dec-12,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 38224: Huge upright figure crosses road in-front of Marysville couple at night.</b><br></br><a href=""http://www.bfr",12/11/12 12:00,1,RelativeToGround, , ,A
-122.911,48.00503,1740,Sep-86,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 39025: Man remembers his daylight sighting of a bigfoot standing on a stump next to Discovery Bay</b><br></br><a hr",9/15/86 12:00,1,RelativeToGround, , ,A
-122.528,47.78212,1741,Jun-03,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 39825: Wilderness guide in Indianola observes a large bipedal subject while hunting</b><br></br><a href=""http://www",6/15/03 12:00,1,RelativeToGround, , ,A
-121.9883,45.63921,1742,Jun-85,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 40371: Memory told of a daylight sighting at a golf course in North Bonneville</b><br></br><a href=""http://www.bfro",6/8/85 12:00,1,RelativeToGround, , ,A
-122.3482,47.064,1743,Oct-12,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 42395: Motorist sees a large hairy biped cross the road at dusk in Spanaway</b><br></br><a href=""http://www.bfro.ne",10/10/12 12:00,1,RelativeToGround, , ,A
-124.0556,47.0562,1744,Sep-13,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 42448: Motorist has a close daylight sighting of a Sasquatch chasing a deer near Ocean Shores (Sketches included)</",9/30/13 12:00,1,RelativeToGround, , ,A
-121.9995,48.93228,1745,1986,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 42736: Man recalls seeing a huge, hair-covered biped standing beside the road at night near Snohomish</b><br></br><",10/17/86 12:00,1,RelativeToGround, , ,A
-121.8135,48.09853,1746,1989,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 44368: Memory told of being chased home by a bi-pedal animal near Robe</b><br></br><a href=""http://www.bfro.net/gdb",6/1/89 12:00,1,RelativeToGround, , ,A
-121.9557,46.77641,1747,Mar-14,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 44474: Off roader testing his snow machine observes an “Oversized Gorilla” near Ashford.</b><br></br><a href=""h",3/1/14 12:00,1,RelativeToGround, , ,A
-120.9783,47.1902,1748,May-14,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 45049: Two men have a close up sighting during road crossing outside Cle Elum at sunset</b><br></br><a href=""http:/",5/12/14 12:00,1,RelativeToGround, , ,A
-123.3212,47.41184,1749,May-02,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 45423: Memory told of seeing two sasquatches by a river west of Union</b><br></br><a href=""http://www.bfro.net/gdb/",5/15/02 12:00,1,RelativeToGround, , ,A
-119.8345,48.57028,1750,Jul-08,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img>(New)<b>
          Report 47872: Morning sighting by a woodcutter NW of Conconully</b><br></br><a href=""http://www.bfro.net/gdb/classify",7/19/08 12:00,1,RelativeToGround, , ,A
-88.51969,44.8491,1751,Aug-81,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 135: Two couples shine owl and observe large hairy primate</b><br></br><a href=""http://www.bfro.net/gdb/classify.as",8/15/81 12:00,1,RelativeToGround, , ,A
-91.71295,45.5,1752,Nov-97,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 1105: Newspaper article about a track find and investigation</b><br></br><a href=""http://www.bfro.net/gdb/classify.",11/7/97 12:00,1,RelativeToGround, , ,A
-90.0411,44.6543,1753,Mar-00,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 2215: Newspaper deliveryman sees large gray colored creature that was walking on two legs and carrying dead animal.",3/28/00 12:00,1,RelativeToGround, , ,A
-89.6965,45.89832,1754,1984,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 2792: While watching TV, witness sees large, dark, upright object pass by the window</b><br></br><a href=""http://ww",7/27/84 12:00,1,RelativeToGround, , ,A
-88.16359,45.33418,1755,Nov-92,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 2804: Tracks found by hunters, creature seen</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classificati",11/19/92 12:00,1,RelativeToGround, , ,A
-90.51659,45.78177,1756,Nov-97,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 2863: Hunter observes dark figure with swinging arms making long strides</b><br></br><a href=""http://www.bfro.net/g",11/29/97 12:00,1,RelativeToGround, , ,A
-89.67523,45.22849,1757,1979,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 3005: While crossing a railroad track, witness sees creature covered in dark brown hair</b><br></br><a href=""http:/",8/12/79 12:00,1,RelativeToGround, , ,A
-88.7829,45.56326,1758,Jul-83,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 5244: Sighting by young fisherman at dusk on Wabikon Lake</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp",7/15/83 12:00,1,RelativeToGround, , ,A
-90.51145,45.7743,1759,Nov-02,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 5507: Man sees reddish brown figure near Phillips jump off road</b><br></br><a href=""http://www.bfro.net/gdb/classi",11/24/02 12:00,1,RelativeToGround, , ,A
-89.16425,45.5051,1760,May-79,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7232: Morning sighting near Pelican Lake</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classification"">",5/25/79 12:00,1,RelativeToGround, , ,A
-90.444,45.775,1761,Sep-03,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8121: Hunting <![CDATA[&]]> fishing guide has afternoon encounter in deep woods near Lugerville</b><br></br><a href",7/14/04 12:00,1,RelativeToGround, , ,A
-92.4573,45.1097,1762,Apr-95,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8502: New driver frightened into screaming as he passes huge creature walking along road</b><br></br><a href=""http:",6/16/04 12:00,1,RelativeToGround, , ,A
-90.7221,44.3801,1763,Jan-05,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10446: Motorist has nighttime sighting of upright animal near Hatfield</b><br></br><a href=""http://www.bfro.net/gdb",2/5/05 12:00,1,RelativeToGround, , ,A
-89.9905,45.0902,1764,Jun-01,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 15050: County parks employee's early morning sighting near Rib River</b><br></br><a href=""http://www.bfro.net/gdb/c",6/25/06 12:00,1,RelativeToGround, , ,A
-91.3171,44.4049,1765,Aug-97,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 16870: Daylight sighting by motorist of a juvenile north of Whitehall</b><br></br><a href=""http://www.bfro.net/gdb/",12/6/06 12:00,1,RelativeToGround, , ,A
-91.49319,46.10445,1766,Jul-81,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 23691: Man recalls encounter at a cabin on Nelson Lake</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#cl",4/28/08 12:00,1,RelativeToGround, , ,A
-90.42001,45.73271,1767,Jul-08,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 24265: BFRO Investigator obtains first thermal footage (very brief) outside Phillips</b><br></br><a href=""http://ww",7/12/08 12:00,1,RelativeToGround, , ,A
-87.73608,45.02046,1768,Aug-79,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 27630: Man recalls observing creature in a field near Marinette</b><br></br><a href=""http://www.bfro.net/gdb/classi",8/1/79 12:00,1,RelativeToGround, , ,A
-92.03925,44.75668,1769,Jul-06,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 29294: Sundown sighting by teen on bicycle in Eau Galle River bottoms</b><br></br><a href=""http://www.bfro.net/gdb/",7/27/06 12:00,1,RelativeToGround, , ,A
-88.03413,45.64867,1770,Apr-13,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 41062: Daytime road crossing seen by a retired police officer near Pembine</b><br></br><a href=""http://www.bfro.net",4/28/13 12:00,1,RelativeToGround, , ,A
-90.43515,45.672,1771,Jul-13,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 41657: Daybreak sighting by fishermen driving to a tournament near Phillips</b><br></br><a href=""http://www.bfro.ne",7/12/13 12:00,1,RelativeToGround, , ,A
-80.37878,39.52122,1772,1978-79,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 1201: Drain pipes knocked down after strange howls/screams were heard</b><br></br><a href=""http://www.bfro.net/gdb/",12/1/78 12:00,1,RelativeToGround, , ,A
-80.11329,39.54114,1773,Apr-99,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 1202: Series of accounts under investigation by the curators regarding reports of a large creature. </b><br></br><a",4/20/99 12:00,1,RelativeToGround, , ,A
-79.3434,38.87813,1774,Jan-98,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 1205: Witness sees a large creature crossing the road</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#cla",1/28/98 12:00,1,RelativeToGround, , ,A
-79.42547,38.95242,1775,Sep-97,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 1206: Dolly Sods; Tracks seen, loud screams and strange odor detected. </b><br></br><a href=""http://www.bfro.net/gd",9/23/97 12:00,1,RelativeToGround, , ,A
-82.59822,38.12764,1776,1979 -'84,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 1207: One of several  sighting and vocalization reports. When witness called out "" it stood up at the edge of the h",9/1/83 12:00,1,RelativeToGround, , ,A
-80.60419,38.32548,1777,Jul-87,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 1774: 3 Friends watch 7' tall 2 legged hairy brown animal on the other side of the river</b><br></br><a href=""http:",7/15/87 12:00,1,RelativeToGround, , ,A
-81.16211,39.21833,1778,Nov-01,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 3655: Daylight sighting near rural church on Rt. 31, east of Parkersburg, near Cairo</b><br></br><a href=""http://ww",11/12/01 12:00,1,RelativeToGround, , ,A
-79.43762,39.0417,1779,Jul-87,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7188: Two men shocked to see hairy figure close on trail in Monongahela National Forest</b><br></br><a href=""http:/",7/4/87 12:00,1,RelativeToGround, , ,A
-80.68192,40.1333,1780,Dec-04,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10006: A woman has late night sighting when a motion detecting light illuminates her back porch</b><br></br><a href",12/12/04 12:00,1,RelativeToGround, , ,A
-81.85806,39.01972,1781,Mar-05,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10945: Passenger has late night sighting along interstate</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp",3/13/05 12:00,1,RelativeToGround, , ,A
-80.7582,37.6541,1782,Sep-01,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 12812: Early morning backyard sighting by newspaper deliverer near Talcott</b><br></br><a href=""http://www.bfro.net",9/5/01 12:00,1,RelativeToGround, , ,A
