Year,Country,Species,Region,Catch (Tons)
1951,Portugal,Atlantic cod,"Atlantic, Northwest",117000
1952,Portugal,Atlantic cod,"Atlantic, Northwest",133900
1953,Portugal,Atlantic cod,"Atlantic, Northwest",192500
1954,Portugal,Atlantic cod,"Atlantic, Northwest",195100
1955,Portugal,Atlantic cod,"Atlantic, Northwest",204800
1956,Portugal,Atlantic cod,"Atlantic, Northwest",224800
1957,Portugal,Atlantic cod,"Atlantic, Northwest",205300
1958,Portugal,Atlantic cod,"Atlantic, Northwest",179500
1959,Portugal,Atlantic cod,"Atlantic, Northwest",159400
1960,Portugal,Atlantic cod,"Atlantic, Northwest",185262
1961,Portugal,Atlantic cod,"Atlantic, Northwest",197110
1962,Portugal,Atlantic cod,"Atlantic, Northwest",217615
1963,Portugal,Atlantic cod,"Atlantic, Northwest",230798
1964,Portugal,Atlantic cod,"Atlantic, Northwest",209734
1965,Portugal,Atlantic cod,"Atlantic, Northwest",197157
1966,Portugal,Atlantic cod,"Atlantic, Northwest",202283
1967,Portugal,Atlantic cod,"Atlantic, Northwest",237275
1968,Portugal,Atlantic cod,"Atlantic, Northwest",219366
1969,Portugal,Atlantic cod,"Atlantic, Northwest",185800
1970,Portugal,Atlantic cod,"Atlantic, Northwest",162655
1971,Portugal,Atlantic cod,"Atlantic, Northwest",152557
1972,Portugal,Atlantic cod,"Atlantic, Northwest",131853
1973,Portugal,Atlantic cod,"Atlantic, Northwest",124426
1974,Portugal,Atlantic cod,"Atlantic, Northwest",133125
1975,Portugal,Atlantic cod,"Atlantic, Northwest",84284
1976,Portugal,Atlantic cod,"Atlantic, Northwest",63475
1977,Portugal,Atlantic cod,"Atlantic, Northwest",28140
1978,Portugal,Atlantic cod,"Atlantic, Northwest",18835
1979,Portugal,Atlantic cod,"Atlantic, Northwest",19427
1980,Portugal,Atlantic cod,"Atlantic, Northwest",15031
1981,Portugal,Atlantic cod,"Atlantic, Northwest",14503
1982,Portugal,Atlantic cod,"Atlantic, Northwest",14840
1983,Portugal,Atlantic cod,"Atlantic, Northwest",12230
1984,Portugal,Atlantic cod,"Atlantic, Northwest",14646
1985,Portugal,Atlantic cod,"Atlantic, Northwest",14667
1986,Portugal,Atlantic cod,"Atlantic, Northwest",43703
1987,Portugal,Atlantic cod,"Atlantic, Northwest",20530
1988,Portugal,Atlantic cod,"Atlantic, Northwest",12963
1989,Portugal,Atlantic cod,"Atlantic, Northwest",24130
1990,Portugal,Atlantic cod,"Atlantic, Northwest",15142
1991,Portugal,Atlantic cod,"Atlantic, Northwest",13362
1992,Portugal,Atlantic cod,"Atlantic, Northwest",5986
1993,Portugal,Atlantic cod,"Atlantic, Northwest",3657
1994,Portugal,Atlantic cod,"Atlantic, Northwest",2636
1995,Portugal,Atlantic cod,"Atlantic, Northwest",1669
1996,Portugal,Atlantic cod,"Atlantic, Northwest",1318
1997,Portugal,Atlantic cod,"Atlantic, Northwest",1546
1998,Portugal,Atlantic cod,"Atlantic, Northwest",549
1999,Portugal,Atlantic cod,"Atlantic, Northwest",327
2000,Portugal,Atlantic cod,"Atlantic, Northwest",191
2001,Portugal,Atlantic cod,"Atlantic, Northwest",357
2002,Portugal,Atlantic cod,"Atlantic, Northwest",488
2003,Portugal,Atlantic cod,"Atlantic, Northwest",677
2004,Portugal,Atlantic cod,"Atlantic, Northwest",279
2005,Portugal,Atlantic cod,"Atlantic, Northwest",105
2006,Portugal,Atlantic cod,"Atlantic, Northwest",177
2007,Portugal,Atlantic cod,"Atlantic, Northwest",256
2008,Portugal,Atlantic cod,"Atlantic, Northwest",432
2009,Portugal,Atlantic cod,"Atlantic, Northwest",1003
2010,Portugal,Atlantic cod,"Atlantic, Northwest",1530
2011,Portugal,Atlantic cod,"Atlantic, Northwest",2833
2012,Portugal,Atlantic cod,"Atlantic, Northwest",2998
2013,Portugal,Atlantic cod,"Atlantic, Northwest",4814
2014,Portugal,Atlantic cod,"Atlantic, Northwest",5432
2015,Portugal,Atlantic cod,"Atlantic, Northwest",4889
2016,Portugal,Atlantic cod,"Atlantic, Northwest",6299
2017,Portugal,Atlantic cod,"Atlantic, Northwest",5485
2018,Portugal,Atlantic cod,"Atlantic, Northwest",4805
2019,Portugal,Atlantic cod,"Atlantic, Northwest",6443
